PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf
21154848,Tools,Construction Tools Non Power,String,1513535,25459,25459 Mason Line Brd Orange - 500',-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694)
22052548,Tools,Construction Tools Non Power,String,1513538,35459,35459 Mason Line Brd Orange - 500' Replacement,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694)
24063853,Tools,Construction Tools Non Power,String,1513545,25759,25759 Mason Line Brd Orange - 1000',-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694)
25285755,Tools,Construction Tools Non Power,String,1513531,35112,35112 Mason Line Twist Yellow - 270',-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694)
25285756,Tools,Construction Tools Non Power,String,1513532,35115,35115 Mason Line Twist Green - 270',-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694)
25285757,Tools,Construction Tools Non Power,String,1513534,25168,25168 Mason Line Brd Green - 250',CENTURY COMPONENTS,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694)
25285758,Tools,Construction Tools Non Power,String,1513539,35468,35468 Mason Line Brd Green - 500' Replacement,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694)
25285760,Tools,Construction Tools Non Power,String,1513541,35494,35494 Mason Line Brd Blk/Yellw - 500' Replacement,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,U S Tape Company (6694)
21280085,Tools,Hand Tools,Tool - Socket - Sets,1508429,133164,133164 950/9 Hex Plus Spks - Multicolor,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Wera Tools NA Inc (WERTO)
25286353,Tools,Hand Tools,Tin Snips,1517666,AVM6EV,AVM6 EV Mini Snip Red,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Malco Prod (2370)
25286354,Tools,Hand Tools,Tin Snips,1517667,AVM6EV,AVM7 EV Mini Snip Green,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Malco Prod (2370)
22023259,Tools,Cordless Power Tools,Outdoor,350799,0887-20,0887-20 Milw M18 Brushless Precision Blower,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
24319722,Tools,Sandpaper,Sheets,1509708,9A-219-180,9A-219-180 Abranet 4x6x6,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS)
25285421,Tools,Sandpaper,Sheets,1509710,9A-219-120RP,9A-219-120RP Abranet 4x6x6,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Mirka Abrasives Inc (MIRUS)
22093625,Tools,Cordless Power Tools,Drills - Drivers,1517672,DCD803B,DCD803B Dewalt Multi-Head Drill Driver,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
22093659,Tools,Cordless Power Tools,Drills - Drivers,1510678,DCF860B,DCF860B Dewalt 20V Impact - Driver Drill,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
24712313,Tools,Cordless Power Tools,Drills - Drivers,1514615,3401-20,3401-20 Milw M12 Drill Driver - Brushless Compact (Bare),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
22093611,Tools,Corded Hand Power Tools,Drills,341733,DCD1007B,"DCD1007B Dewalt 20V Cordless - 1/2"" Hammer Drill (Bare)",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
22093621,Tools,Cordless Power Tools,Drills - Drivers,1515999,DCD799B,DCD799B Dewalt Drill,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
22093721,Tools,Cordless Power Tools,Nailers - Staplers,309629,DCN930B,DCN930B Dewalt 20V 30 Degree - Framing Nailer,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
22093722,Tools,Cordless Power Tools,Nailers - Staplers,314852,DCN930P1,DCN930P1 Dewalt 20V 30 Degree - Framing Nailer Kit,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
25286046,Tools,Cordless Power Tools,Nailers - Staplers,1516042,XNB04Z,"XNB04Z Makita 18V 2"" Brad Nailer 18GA (Bare)",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
25286132,Tools,Cordless Power Tools,Nailers - Staplers,1516538,XNB07Z,XNB07Z Makita 18V LXT BL 30 Nailer (Bare),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
22027279,Tools,Bits and Cutters,Drill - Driver Bit Sets,1513985,49-66-4567,"49-66-4567 Milw 6"" Magnetic - Impact Driver Set 6pc",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
25286047,Tools,Cordless Power Tools,Nailers - Staplers,1516043,XTS02Z,"XTS02Z Makita 18V 1/4"" Narrow Crown Stapler 18GA",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
22093655,Tools,Cordless Power Tools,3pc Kit,389170,DCF809D1,"DCF809D1 Dewalt Atomic 20V 1/4"" Impact Driver Kit",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
24747354,Tools,Cordless Power Tools,2pc Kit,1517443,2761-22,2761-22 Milw M18 Surge Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
22026082,Tools,Cordless Power Tools,Drills - Drivers,1516125,3049-20,"3049-20 Milw M12 3/8"" Impact Wrench w/Friction Ring",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
22093671,Tools,Cordless Power Tools,Impacts,350342,DCF961B,"Dewalt DCF961B 20V 1/2"" Impact - Bare Tool",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
22093673,Tools,Cordless Power Tools,Impacts,313619,DCF964B,"DCF964B Dewalt 20V 3/4"" Impact - Wrench (Bare)",-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
22093649,Tools,Cordless Power Tools,Impacts,333596,DCF510B,Dewalt DCF510B 20V Rachet - Interchangeable Anvil,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
25284480,Tools,Cordless Power Tools,Impacts,321041,3052-20,"3052-20 Milw M12 Fuel 1/4"" Rachet",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
25284500,Tools,Cordless Power Tools,Impacts,345650,3054-20,"3054-20 Milw M12 1/2"" Ratchet (Bare)",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
25286356,Tools,Cordless Power Tools,Impacts,1517671,DCF513EB,"DCF513EB Dewalt 3/8"" Open Head Rachet",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
25286050,Tools,Cordless Power Tools,Sanders,1516046,XVP01Z,"XVP01Z Makita 18V 3"" Polisher/ 2"" Sander",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
23179145,Tools,Corded Hand Power Tools,Grinders,368214,3485-20,"3485-20 Milw M12 1/4"" Right Angle Die Grinder",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
24718317,Tools,Corded Hand Power Tools,Grinders,1517801,DCG422B,DCG422B Dewalt 20V Right Angle Die Grinder (Bare),-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
25284497,Tools,Blades,10 in. Circ Blades,343883,D0760UX,"D0760UX Diablo 7-1/4"" 60T Circ - Saw Blade",-- Unbranded --,-- No Unilog Brand --,Diablo,Freud Inc (2435)
22079973,Tools,Corded-Cordless Hand Tool Acc,Grinder Accessories,1514622,49-93-9204,"49-93-9204 Milw 4-1/2"" Diamond - Tile Blade",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
22079974,Tools,Corded-Cordless Hand Tool Acc,Grinder Accessories,1514620,49-93-9207,"49-93-9207 Milw 7"" Diamond - Tile Blade",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
22079975,Tools,Corded-Cordless Hand Tool Acc,Grinder Accessories,1514619,49-93-9210,"49-93-9210 Milw 10"" Diamond - Tile Blade",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
24710392,Tools,Corded-Cordless Hand Tool Acc,Grinder Accessories,1514623,49-93-9202,"49-93-9202 Milw 4"" Diamond - Tile Blade",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
24710393,Tools,Corded-Cordless Hand Tool Acc,Grinder Accessories,1514621,49-93-9205,"49-93-9205 Milw 5"" Diamond - Tile Blade",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
25284464,Tools,Bits and Cutters,Hole Saws - Circle Cutters,310828,49-22-4702,49-22-4702 Milw 13pc Quik-Lock Hole Dozer Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
25285890,Tools,Corded-Cordless Hand Tool Acc,Planer Accessories,1514727,790.820,790.820 CMT Planer Blade 2pc,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,CMT USA Inc (CMTUS)
25285926,Tools,Corded-Cordless Hand Tool Acc,Planer Accessories,1514915,794.321,794.321 HS Planer Knives 3pc,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,CMT USA Inc (CMTUS)
25286398,Tools,Stationary - Bench Top Tools,Bandsaws,1518167,JT9-714400K,"JWBS-14SFX 14"" Bandsaw JTP-714400K",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,JPW Industries (JPWIN)
22076064,Tools,Cordless Power Tools,Circ Saws / Miter Saws,384761,2834-21HD,"2834-21HD Milw M18 7-1/4"" Circ - Saw Kit",-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031)
20778341,Tools,Cordless Power Tools,Jig Saws,305564,2545-20,2545-20 Milw M12 Jig Saw,-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031)
22093739,Tools,Cordless Power Tools,Circ Saws / Miter Saws,1515182,DCS714B,"DCS714B Dewalt 20V Miter Saw - (Bare) 10"" Double Bevel Fixed",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
22093740,Tools,Cordless Power Tools,Circ Saws / Miter Saws,1515181,DCS785B,"DCS785B Dewalt 20V Miter Saw - Kit 12"" Double Bevel Sliding",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
24702687,Tools,Cordless Power Tools,Circ Saws / Miter Saws,1511567,GSL02M1,"GSL02M1 Makita Miter Saw - 40V 8-1/2""",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Makita Usa Inc (5142)
14328189,Tools,Cordless Power Tools,60V Battery,1517179,DCB606C,DCB606C Dewalt Flexvolt Starter Kit,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
22093580,Tools,Cordless Power Tools,20V Battery,321523,DCB205C,DCB205C 20V Starter Kit,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
22093584,Tools,Cordless Power Tools,20V Battery,375784,DCB2108,DCB2108 Dewalt 20V 8Ah Battery - Max XR Powerpack,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
22093585,Tools,Cordless Power Tools,20V Battery,1511563,DCB2108-2,DCB2108-2 Dewalt 20V 8Ah 2pk - Battery Max XR Powerpack,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
24790461,Tools,Cordless Power Tools,18V Battery,1518160,VB0212,VB0212 Senco 18V 2.0 AH Lithium Battery,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Senco Products Inc (4650)
25286369,Tools,Cordless Power Tools,12V Battery,1517746,48-11-2422,48-11-2422 Milw M12 CP2.0 Battery Two Pack,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
24716942,Tools,Cordless Power Tools,Chargers,1516126,48-59-1804,48-59-1804 Milw M18 and M12 Rapid Charger,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
22027208,Tools,Cordless Power Tools,Chargers,384352,48-59-1211,48-59-1211 Milw Power Supply - Charger,-- Unbranded --,-- No Unilog Brand --,Milwaukee,Milwaukee Accessory (4031)
24752708,Tools,Cordless Power Tools,Chargers,1516128,2847-20,2847-20 Milw M18 Charger and Power Supply,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Milwaukee Accessory (4031)
16095504,Tools,Pressure Washr-Vac-Wobblelight,Shop Vacs,1510970,DWV9401,DWV9401 Dewalt Paper Bag - 5pk,-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Black & Decker/dewlt (2585)
22093689,Tools,Cordless Power Tools,2pc Kit,364916,DCK225D2,DCK225D2 Dewalt Impact/Drill - Kit,-- Unbranded --,-- No Unilog Brand --,DEWALT,Black & Decker/dewlt (2585)
25286163,Tools,Stationary - Bench Top Tools,Planers,1516640,10045.201,"10045.201 Oliver 13"" Benchtop Planer 2HP,115V 1Ph",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Oliver Machinery Company (OLIMA)
25286164,Tools,Stationary - Bench Top Tools,Planers,1516641,10014.201,"10014.201 Oliver 15"" Planer 3HP 1Ph 220V",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Oliver Machinery Company (OLIMA)
25286165,Tools,Stationary - Bench Top Tools,Planers,1516642,4430.201,"4430.201 Oliver 20"" Planer 5HP 1Ph 230V",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Oliver Machinery Company (OLIMA)
25286166,Tools,Stationary - Bench Top Tools,Planers,1516643,10055.201,"10055.201 Oliver 15"" Benchtop Planer 2.5HP 1Ph 230V",-- Unbranded --,-- No Unilog Brand --,-- No DIB Brand --,Oliver Machinery Company (OLIMA)
